pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
people,invoke,it,,,,no_match,0.0
people,do,so provoke justify action,,,,no_match,0.0
byers,encourages,attendees,,,,no_match,0.0
attendees,re appropriate,it,,,,no_match,0.0
certain fractional quantum hall phases,appear,have,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right,,,,no_match,0.0
certain fractional quantum hall phases,the right,properties,,,,no_match,0.0
certain fractional quantum hall phases,appear,right,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right properties,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right properties building,,,,no_match,0.0
certain fractional quantum hall phases,appear,have right properties building topological,,,,no_match,0.0
certain fractional quantum,appear,have,,,,no_match,0.0
certain fractional quantum,appear,have right,,,,no_match,0.0
certain fractional quantum,appear,have right properties,,,,no_match,0.0
certain fractional quantum,appear,have right properties building,,,,no_match,0.0
certain fractional quantum,appear,have right properties building topological,,,,no_match,0.0
certain fractional quantum,appear,have right properties building topological quantum,,,,no_match,0.0
cis regulatory elements,control,transcription,,,,no_match,0.0
cis regulatory elements,control,nearby gene,,,,no_match,0.0
sequences,control,transcription,,,,no_match,0.0
citizens responsibility ethics washington,filed,complaint,,,,no_match,0.0
bond,role,ouster graves,,,,no_match,0.0
rifles,can produce,pellets,,,,no_match,0.0
performance,can,10 ring,,,,no_match,0.0
participant,can attribute,result,,,,no_match,0.0
result,can,non maximal,,,,no_match,0.0
phase,can,initial,,,,no_match,0.0
pellets,can,match,,,,no_match,0.0
curley,played,before,,,,no_match,0.0
dc comics,held,service,,,,no_match,0.0
eisner,often,visited,,,,no_match,0.0
beuerlein,no passing,373 yards,,,,no_match,0.0
dodo,portrayed,common accent,,,,no_match,0.0
massacre,portrayed,way,,,,no_match,0.0
dr pim,played,1892,,,,no_match,0.0
dr pim,played,1893,,,,no_match,0.0
dr pim,played,1894,,,,no_match,0.0
dr pim,played,1896,,,,no_match,0.0
two songs,can,opposing nature,,,,no_match,0.0
two songs,can,opposing,,,,no_match,0.0
two songs,can be viewed,debate,,,,no_match,0.0
play,can,attitudes love,,,,no_match,0.0
two songs,can,opposing attitudes love,,,,no_match,0.0
transmitter,signal wattage,smaller,,,,no_match,0.0
signal,barely hearable,northern reaches fulton,,,,no_match,0.0
transmitter,a rimshot,southwest city,,,,no_match,0.0
second world war,occurred during,1945,,,,no_match,0.0
act rugby union,a name change,act southern nsw rugby union,,,,no_match,0.0
act rugby union,changed its name,act southern nsw rugby union,,,,no_match,0.0
act rugby union,renamed to,act southern nsw rugby union,,,,no_match,0.0
act rugby union,changed to,act southern nsw rugby union,,,,no_match,0.0
act rugby union,known as,act southern nsw rugby union,,,,no_match,0.0
act rugby union,a new name,act southern nsw rugby union,,,,no_match,0.0
act rugby union,a new name,brumbies rugby,,,,no_match,0.0
act rugby union,changed its name to,brumbies rugby,,,,no_match,0.0
each,brought,toa stone,,,,no_match,0.0
each,met,great temple,,,,no_match,0.0
stephanie,dons,costume,,,,no_match,0.0
university,banned,its property including inside outside buildings,,,,no_match,0.0
university,banned,areas were once designated smoking areas,,,,no_match,0.0
university,banned,smoking areas,,,,no_match,0.0
university,banned,areas,,,,no_match,0.0
university,banned,inside outside buildings,,,,no_match,0.0
university,banned,outside buildings,,,,no_match,0.0
university,banned,first semester 2010,,,,no_match,0.0
player,must,shoot,,,,no_match,0.0
player,shoot,continual,,,,no_match,0.0
player,reach,end,,,,no_match,0.0
player,reach,level,,,,no_match,0.0
gavin hood,directing,tsotsi,,,,no_match,0.0
battra,caused,rift,,,,no_match,0.0
hapoel lod,played,1980s,,,,no_match,0.0
hapoel lod,won,1984,,,,no_match,0.0
hawker pacific aerospace,offers,landing gear hydraulic mro services,,,,no_match,0.0
hawker pacific aerospace,offers,mro services,,,,no_match,0.0
he,can track,people,,,,no_match,0.0
he,can track,open terrain,,,,no_match,0.0
he,can,feet,,,,no_match,0.0
his feet,can are sensitive,electronic signals,,,,no_match,0.0
his feet,can detect,solid walls,,,,no_match,0.0
his feet,can detect,floors,,,,no_match,0.0
he,took,wickets,,,,no_match,0.0
he,took,7 39,,,,no_match,0.0
he,took,6 44,,,,no_match,0.0
he,took,against sargodha,,,,no_match,0.0
he,took,1962 63,,,,no_match,0.0
he,took,his best bowling figures,,,,no_match,0.0
he,appeared,alongside,,,,no_match,0.0
wild cards,defines,low probability,,,,no_match,0.0
wild cards,defines,high impact,,,,no_match,0.0
wild cards,would,impact,,,,no_match,0.0
wild cards,would,occur,,,,no_match,0.0
wild cards,would,severely impact,,,,no_match,0.0
he,having,been,,,,no_match,0.0
he,idolized,god,,,,no_match,0.0
he,left,v2 records,,,,no_match,0.0
he,took,army,,,,no_match,0.0
he,lodged,southwark,,,,no_match,0.0
he,represented,riding,,,,no_match,0.0
he,received,permission,,,,no_match,0.0
he,buried,hollywood forever cemetery,,,,no_match,0.0
he,reprieved,week,,,,no_match,0.0
hilf al fudul,created by,various meccans,,,,no_match,0.0
hoechst 33342,quenched by,bromodeoxyuridine,,,,no_match,0.0
bae systems,no produces,land mines,,,,no_match,0.0
bae systems,no produces,cluster bombs,,,,no_match,0.0
bae systems,no stated,it no longer produces land mines cluster bombs,,,,no_match,0.0
mike mcgurk,bears resemblance to,pat patton,,,,no_match,0.0
tracy,partner,pat patton,,,,no_match,0.0
tracy,secretary,gwen andrews,,,,no_match,0.0
tracy,partner,mike mcgurk,,,,no_match,0.0
motorcycle,lost control of,knievel,,,,no_match,0.0
nationals,lose,territory,,,,no_match,0.0
nationals,reduced,division,,,,no_match,0.0
antigenicities,not of,seed strains,,,,no_match,0.0
germans,able to,adjust,,,,no_match,0.0
second term lord chancellor,ended,his death,,,,no_match,0.0
francis la flesche,published with,she,,,,no_match,0.0
she,published,1911,,,,no_match,0.0
news courier,bought,evening post,,,,no_match,0.0
komo news photographer,discovered,way,,,,no_match,0.0
he,later,charminar,,,,no_match,0.0
use hall,directed by,lee grant,,,,no_match,0.0
lee grant,directed,barrie,,,,no_match,0.0
rodan,became,president,,,,no_match,0.0
american society bone mineral research,president,rodan,,,,no_match,0.0
kelsang gyatso,became,outspoken,,,,no_match,0.0
brumbies,finished,top,,,,no_match,0.0
brumbies,finished,2004,,,,no_match,0.0
theuriau,unaware,scam websites,,,,no_match,0.0
vendors,launched,2011,,,,no_match,0.0
bloomberg businessweek,voted,san francisco,,,,no_match,0.0
marcus perperna,bore testimony,behalf,,,,no_match,0.0
droit,can,whole body law,,,,no_match,0.0
dieu et mon droit,can,motto,,,,no_match,0.0
god,can,dieu et mon droit,,,,no_match,0.0
law,can,whole body law,,,,no_match,0.0
law,can,my whole body law,,,,no_match,0.0
jewish belief,will be revealed,era resurrection,,,,no_match,0.0
jewish belief,will be revealed,physical world,,,,no_match,0.0
nasser,pressured,naguib,,,,no_match,0.0
byrom street cutting,a,point,,,,no_match,0.0
september 1941,the month,she joined,,,,no_match,0.0
july 1942,the month,she was promoted,,,,no_match,0.0
holkins,reserved,right,,,,no_match,0.0
holkins,bring,carl,,,,no_match,0.0
krahulik,goes,france,,,,no_match,0.0
language,occupies,territory,,,,no_match,0.0
language,occupies,given territory,,,,no_match,0.0
language b,arrives,same territory,,,,no_match,0.0
truth,get through,germany,,,,no_match,0.0
function,replaces,rifleman position,,,,no_match,0.0
rcpo,concluded,cases,,,,no_match,0.0
rcpo,concluded,six months,,,,no_match,0.0
rcpo,concluded,88,,,,no_match,0.0
it,treated as,subfamily,,,,no_match,0.0
kabul,depended,tourism,,,,no_match,0.0
johns,took,role,,,,no_match,0.0
he,advocated,civil rights,,,,no_match,0.0
he,advocated,rights freed african americans,,,,no_match,0.0
he,advocated,prosecution union war effort,,,,no_match,0.0
he,advocated,union war effort,,,,no_match,0.0
he,advocated,union war,,,,no_match,0.0
he,advocated,war effort,,,,no_match,0.0
he,advocated,effort,,,,no_match,0.0
he,advocated,union,,,,no_match,0.0
5th dragoon guards,formed,part,,,,no_match,0.0
north,inhabitants,speak,,,,no_match,0.0
east,inhabitants,speak,,,,no_match,0.0
man,transforms,dwelling place,,,,no_match,0.0
man,transforms,lowest world,,,,no_match,0.0
he,collaborate,some newspapers,,,,no_match,0.0
it,uses,tail,,,,no_match,0.0
it,chosen,1901,,,,no_match,0.0
gen eleazer wheelock ripley,named,it,,,,no_match,0.0
gen eleazer wheelock ripley,officer,war 1812,,,,no_match,0.0
war 1812,officer,gen eleazer wheelock ripley,,,,no_match,0.0
pgce,could not afford,give up work,,,,no_match,0.0
pgce,could not undertake,traditional method teacher training,,,,no_match,0.0
pgce,could not,traditional method teacher training,,,,no_match,0.0
its cultivation,declined,favour,,,,no_match,0.0
jal,introduced,service,,,,no_match,0.0
jal,introduced,route,,,,no_match,0.0
jal,introduced,1961,,,,no_match,0.0
princeton university,entered,james arthur hogue,,,,no_match,0.0
empire strikes back,appeared,johns,,,,no_match,0.0
keibler,asked,appear,,,,no_match,0.0
kim,double majored in,government,,,,no_match,0.0
speakers language,abandon,language,,,,no_match,0.0
speakers language,favor,language b,,,,no_match,0.0
speakers language,favor,social settings,,,,no_match,0.0
li hongzhi,may taught,falun gong,,,,no_match,0.0
li hongzhi,may taught,across china,,,,no_match,0.0
public teachings falun gong,may started,li hongzhi,,,,no_match,0.0
falun gong,may,li hongzhi,,,,no_match,0.0
falun gong,may,taught falun gong exercises across china,,,,no_match,0.0
bbc content,lampooned,low budget quality,,,,no_match,0.0
satellite television,available,uk,,,,no_match,0.0
luke robert ravenstahl,served as,59th mayor pittsburgh,,,,no_match,0.0
luke robert ravenstahl,served,2006 until 2014,,,,no_match,0.0
males,versus,females,,,,no_match,0.0
many,removed,aesthetics,,,,no_match,0.0
many,removed,relief,,,,no_match,0.0
larger ones,excised,prevention,,,,no_match,0.0
larger ones,excised,benefit,,,,no_match,0.0
many overseas chinese,came from,quanzhou area,,,,no_match,0.0
overseas chinese,speak,home,,,,no_match,0.0
those,ancestors,quanzhou area,,,,no_match,0.0
those,speak,hokkien,,,,no_match,0.0
models,likely taking into account,room number,,,,no_match,0.0
models,likely produce,figures,,,,no_match,0.0
models,likely produce,36 000,,,,no_match,0.0
barrack blocks,likely,size,,,,no_match,0.0
barrack blocks,likely are in,gorgan wall forts,,,,no_match,0.0
marciano,knocked out,moore,,,,no_match,0.0
newhan,hit,308,,,,no_match,0.0
utv,no made,announcement,,,,no_match,0.0
not everyone,not decides,track matoran,,,,no_match,0.0
he,suggest left,continent,,,,no_match,0.0
he,suggest,brought up,,,,no_match,0.0
epilogue,not supplied,too late,,,,no_match,0.0
garbo,requested,information,,,,no_match,0.0
garbo,requested,give,,,,no_match,0.0
garbo,requested,sites,,,,no_match,0.0
garbo,requested,times,,,,no_match,0.0
garbo,requested,v 1 impacts,,,,no_match,0.0
brutus,requested,sites,,,,no_match,0.0
brutus,requested,times,,,,no_match,0.0
brutus,requested,v 1 impacts,,,,no_match,0.0
tate,requested,give,,,,no_match,0.0
tate,requested,sites,,,,no_match,0.0
tate,requested,times,,,,no_match,0.0
tate,requested,v 1 impacts,,,,no_match,0.0
yost,may of,kansas city royals,,,,no_match,0.0
kansas city royals,may,manager,,,,no_match,0.0
opie anthony,may was suspended,30 days,,,,no_match,0.0
one candidate,located at,lake huron,,,,no_match,0.0
one candidate,located near,wreck,,,,no_match,0.0
one candidate,located,western end manitoulin island,,,,no_match,0.0
another wreck,located near,escanaba,,,,no_match,0.0
dark side moon,could has song,time,,,,no_match,0.0
time,could is part of,dark side moon,,,,no_match,0.0
time,could contains,breathe,,,,no_match,0.0
breathe,could is part of,dark side moon,,,,no_match,0.0
parental investment,to benefit,offspring,,,,no_match,0.0
piffaro,performs,concerts,,,,no_match,0.0
piffaro,performs,philadelphia,,,,no_match,0.0
plants,can have been planted,parts,,,,no_match,0.0
plants,can marking,parts,,,,no_match,0.0
foundations,can,parts,,,,no_match,0.0
some,can,positions,,,,no_match,0.0
some,can,be inferred,,,,no_match,0.0
royals,signed,yost,,,,no_match,0.0
prior,could precedes,playmaker tool,,,,no_match,0.0
player,could call,hot routes,,,,no_match,0.0
playmaker tool,could was used for,available hot routes,,,,no_match,0.0
redhat,re implemented,gcc 4 1,,,,no_match,0.0
results,may indicate,these,,,,no_match,0.0
results,may show,acoustic mimicry complexes,,,,no_match,0.0
her,superiors,refuse,,,,no_match,0.0
supreme court,might,expansive interpretation,,,,no_match,0.0
congress,might,power,,,,no_match,0.0
congress,might,power regulate,,,,no_match,0.0
power,might to regulate,interstate commerce,,,,no_match,0.0
power,might to regulate,extended,,,,no_match,0.0
power,might to regulate,extended include,,,,no_match,0.0
power,might to regulate,extended include any,,,,no_match,0.0
power,might to regulate,extended include any activities,,,,no_match,0.0
power,might to regulate,extended include any activities might,,,,no_match,0.0
power,might to regulate,extended include any activities might affect,,,,no_match,0.0
power,might to regulate,extended include any activities might affect commerce,,,,no_match,0.0
power,might to regulate,extended include any activities might affect commerce indirectly,,,,no_match,0.0
new deal,might,during,,,,no_match,0.0
she,provided,series,,,,no_match,0.0
david tennant,alongside,she,,,,no_match,0.0
she,published,research publications,,,,no_match,0.0
she,served,new london,,,,no_match,0.0
she,served,southern new england area,,,,no_match,0.0
she,served,occasionally,,,,no_match,0.0
she,ordered,be rebuilt,,,,no_match,0.0
shea,born,1900,,,,no_match,0.0
shea,born,san francisco,,,,no_match,0.0
shea,born,california,,,,no_match,0.0
shea,born in,california,,,,no_match,0.0
richmond,won,premierships,,,,no_match,0.0
richmond,won,most recent,,,,no_match,0.0
slave,can liberate,himself,,,,no_match,0.0
slave,could specify,payments,,,,no_match,0.0
payments,could specify,residual duties,,,,no_match,0.0
residual duties,could,specified,,,,no_match,0.0
slave,could,freed,,,,no_match,0.0
residual duties,could,liberate,,,,no_match,0.0
spennymoor town f c,may played,may 2013,,,,no_match,0.0
may 2013,may was the time when,spennymoor town f c are,,,,no_match,0.0
sukhum,functioned as,capital,,,,no_match,0.0
sukhum,associated with,abkhaz soviet socialist republic,,,,no_match,0.0
superboy prime,through,anti monitor,,,,no_match,0.0
swinburne,moves,his writing program,,,,no_match,0.0
team,a,nascar craftsman truck series team,,,,no_match,0.0
team,racing,is,,,,no_match,0.0
franco,lose,possessions,,,,no_match,0.0
acrolepiidae,known as,false diamondback moths,,,,no_match,0.0
