pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
pakistan,incorporated,pakistan chrome mines ltd,,,,no_match,0.0
parental investment,to benefit,offspring,,,,no_match,0.0
piffaro,performs,concerts,,,,no_match,0.0
piffaro,performs,in,,,,no_match,0.0
piffaro,performs,philadelphia,,,,no_match,0.0
plants,been planted,parts,,,,no_match,0.0
plants,marking,parts,,,,no_match,0.0
some,can,be inferred,,,,no_match,0.0
royals,signed,yost,,,,no_match,0.0
yost,to,2013 season,,,,no_match,0.0
2012 season,precedes,2013 season,,,,no_match,0.0
prior,precedes,playmaker tool,,,,no_match,0.0
prior,precedes,player,,,,no_match,0.0
player,could call,hot routes,,,,no_match,0.0
playmaker tool,used for,calling hot routes,,,,no_match,0.0
redhat,re implemented,gcc 4 1,,,,no_match,0.0
reptiles,identified,marbled geckos,,,,no_match,0.0
results,indicate,these,,,,no_match,0.0
her,superiors,refuse,,,,no_match,0.0
her,report,believe,,,,no_match,0.0
rosen,argues,that,,,,no_match,0.0
power,to regulate,interstate commerce,,,,no_match,0.0
power,to regulate,is extended,,,,no_match,0.0
power,to regulate,is extended include,,,,no_match,0.0
power,to regulate,is extended include any,,,,no_match,0.0
power,to regulate,is extended include any activities,,,,no_match,0.0
power,to regulate,is extended include any activities might,,,,no_match,0.0
power,to regulate,is extended include any activities might affect,,,,no_match,0.0
power,to regulate,is extended include any activities might affect commerce,,,,no_match,0.0
power,to regulate,is extended include any activities might affect commerce indirectly,,,,no_match,0.0
she,died,of,,,,no_match,0.0
she,provided,episode,,,,no_match,0.0
she,provided,series,,,,no_match,0.0
david tennant,alongside,she,,,,no_match,0.0
she,published,research publications,,,,no_match,0.0
she,served,new london,,,,no_match,0.0
she,served,southern new england area,,,,no_match,0.0
she,served,primarily,,,,no_match,0.0
she,served,occasionally,,,,no_match,0.0
she,ordered,be rebuilt,,,,no_match,0.0
she,taken,master shipwright richard stacey,,,,no_match,0.0
master shipwright richard stacey,took,she,,,,no_match,0.0
master shipwright richard stacey,took,deptford dockyard,,,,no_match,0.0
shea,born,1900,,,,no_match,0.0
shea,born,san francisco,,,,no_match,0.0
shea,born,california,,,,no_match,0.0
shea,born in,california,,,,no_match,0.0
richmond,won,premierships,,,,no_match,0.0
richmond,joined,competition,,,,no_match,0.0
competition,been joined by,richmond,,,,no_match,0.0
richmond,won,most recent premiership,,,,no_match,0.0
slave,specify,payments,,,,no_match,0.0
fa carlsberg vase,won by,spennymoor town f c,,,,no_match,0.0
spennymoor town f c,won,2 1,,,,no_match,0.0
tunbridge wells,defeated by,spennymoor town f c,,,,no_match,0.0
spennymoor town f c,played,wembley stadium,,,,no_match,0.0
wembley stadium,hosted,spennymoor town f c,,,,no_match,0.0
may 2013,the time when,spennymoor town f c played,,,,no_match,0.0
sukhum,functioned as,capital,,,,no_match,0.0
sukhum,associated with,abkhaz soviet socialist republic,,,,no_match,0.0
superboy prime,flew,space,,,,no_match,0.0
superboy prime,through,anti monitor,,,,no_match,0.0
superboy prime,seeing,opportunity,,,,no_match,0.0
superboy prime,into,space,,,,no_match,0.0
swinburne,moves,his writing program,,,,no_match,0.0
swinburne,moves,from,,,,no_match,0.0
swinburne,builds,rigorously,,,,no_match,0.0
team,a,nascar craftsman truck series team,,,,no_match,0.0
team,racing,is,,,,no_match,0.0
franco,leave,city,,,,no_match,0.0
franco,lose,possessions,,,,no_match,0.0
2nd battalion 13th light infantry,raised,january 1858,,,,no_match,0.0
january 1858,a date,2nd battalion 13th light infantry was raised,,,,no_match,0.0
acrolepiidae,known as,false diamondback moths,,,,no_match,0.0
alarm,formed,in,,,,no_match,0.0
alarm,an,alternative rock new wave band,,,,no_match,0.0
alarm,formed,1981,,,,no_match,0.0
alarm,formed,rhyl,,,,no_match,0.0
sala d ercole,named,hercules,,,,no_match,0.0
bureau alcohol,tobacco,firearms explosives is federal law enforcement organization,,,,no_match,0.0
bureau alcohol,tobacco,firearms explosives is within,,,,no_match,0.0
crz,organized,naxalite movement,,,,no_match,0.0
naxalite movement,meeting,siliguri,,,,no_match,0.0
naxalite movement,meeting,west bengal,,,,no_match,0.0
naxalite movement,meeting,august 2001,,,,no_match,0.0
naxalite movement,location,siliguri,,,,no_match,0.0
naxalite movement,location,west bengal,,,,no_match,0.0
naxalite movement,date,august 2001,,,,no_match,0.0
nepal,member,naxalite movement,,,,no_match,0.0
indian,member,naxalite movement,,,,no_match,0.0
siliguri,location,meeting,,,,no_match,0.0
august 2001,date,meeting,,,,no_match,0.0
mason city,received,charles city equipment,,,,no_match,0.0
november 24,1967 shop fire,caused equipment be burned,,,,no_match,0.0
november 24,1967 shop fire,occurred 1967,,,,no_match,0.0
main street tunnel,located in,welland,,,,no_match,0.0
main street tunnel,located in,canada,,,,no_match,0.0
main street tunnel,under,welland canal,,,,no_match,0.0
welland,location of,main street tunnel,,,,no_match,0.0
ontario,location of,main street tunnel,,,,no_match,0.0
canada,location of,main street tunnel,,,,no_match,0.0
niagara road 27,carried by,main street tunnel,,,,no_match,0.0
highway 7146,carried by,main street tunnel,,,,no_match,0.0
welland canal,under which,main street tunnel,,,,no_match,0.0
nadvorna dynasty,notable,many its descendants,,,,no_match,0.0
many its descendants,become,rebbes,,,,no_match,0.0
pac bulletins,distributed,these meetings,,,,no_match,0.0
alexander,passed,through,,,,no_match,0.0
persian contingent,supposed to,guard,,,,no_match,0.0
persian contingent,soon,abandoned,,,,no_match,0.0
alexander,went,through,,,,no_match,0.0
baker university,awarded,litt d,,,,no_match,0.0
rev william alfred quayle,alma mater,baker university,,,,no_match,0.0
river stour trust,located,sudbury,,,,no_match,0.0
river stour trust,located,cornard lock,,,,no_match,0.0
sudbury,the location of,headquarters,,,,no_match,0.0
sas,killed,14 provisional irish republican army irish national liberation army members,,,,no_match,0.0
sas,killed,provisional irish republican army,,,,no_match,0.0
sas,killed,irish national liberation army,,,,no_match,0.0
irish national liberation army,killed,sas,,,,no_match,0.0
14 provisional irish republican army irish national liberation army members,killed,sas,,,,no_match,0.0
steinbrenner family,added,monument park,,,,no_match,0.0
steinbrenner family,added,september 20 2010,,,,no_match,0.0
steinbrenner,honored,steinbrenner,,,,no_match,0.0
monument park,contains,monument,,,,no_match,0.0
september 20,2010,date unknown,,,,no_match,0.0
summer programs office,runs,camp,,,,no_match,0.0
summer programs office,runs,classes,,,,no_match,0.0
triple baseball national championship game,exists,2006,,,,no_match,0.0
triple baseball national championship game,existence,2006,,,,no_match,0.0
locals,call,haynes street,,,,no_match,0.0
locals,call,mashapaug road,,,,no_match,0.0
charleston courier,merged,1873,,,,no_match,0.0
charleston daily news,merged,charleston courier,,,,no_match,0.0
charleston daily news,merged,1873,,,,no_match,0.0
charleston courier,became,news courier,,,,no_match,0.0
charleston daily news,became,news courier,,,,no_match,0.0
album,promoted with,european tours,,,,no_match,0.0
band,released,album,,,,no_match,0.0
canal,dammed,off,,,,no_match,0.0
car,used,band member s car,,,,no_match,0.0
city,named,nordland,,,,no_match,0.0
watson,got,seats,,,,no_match,0.0
united states postal service hinsdale post office,serves,community,,,,no_match,0.0
diocese,renamed as,prefecture apostolic peng yang,,,,no_match,0.0
prefecture apostolic hpyeng yang,erected,17 march 1927,,,,no_match,0.0
prefecture apostolic peng yang,erected,17 march 1929,,,,no_match,0.0
prefecture apostolic hpyeng yang,existed,17 march 1927,,,,no_match,0.0
prefecture apostolic peng yang,existed,17 march 1929,,,,no_match,0.0
engine,produced,torque,,,,no_match,0.0
philosophical society australasia,established,1821,,,,no_match,0.0
university library,can be found,third sixth floors,,,,no_match,0.0
external gauge,readable,directly,,,,no_match,0.0
external gauge,incorporate,electronic sender,,,,no_match,0.0
external gauge,operate,fuel gauge,,,,no_match,0.0
external gauge,usually,be readable,,,,no_match,0.0
external gauge,also,incorporate electronic sender,,,,no_match,0.0
1st armored,fail,arrive,,,,no_match,0.0
1st armored,deploy,single entity,,,,no_match,0.0
field,named,pete lehr field,,,,no_match,0.0
pete lehr field,the name of,field,,,,no_match,0.0
lake elsinore diamond,the location of,field,,,,no_match,0.0
royal couple,lived,sweden,,,,no_match,0.0
royal couple,lived,there,,,,no_match,0.0
laps,would be added,overall result,,,,no_match,0.0
second part race,would be decided,overall result,,,,no_match,0.0
group,featured,east asia,,,,no_match,0.0
founder,pledged,himself,,,,no_match,0.0
founder,honour,special manner,,,,no_match,0.0
trip,occurred,june,,,,no_match,0.0
trip,occurred,2014,,,,no_match,0.0
trip,took place,june,,,,no_match,0.0
trip,took place,september,,,,no_match,0.0
trip,took place,2014,,,,no_match,0.0
fuselage,cross section,oval,,,,no_match,0.0
insurer,sponsored,new orleans open,,,,no_match,0.0
new orleans open,beginning in,1981,,,,no_match,0.0
lodge,reserves,two weeks,,,,no_match,0.0
lodge,reserves,two weeks starting end august,,,,no_match,0.0
lodge,reserved for,dartmouth first year trips,,,,no_match,0.0
hanada daizaburo,directed,opening credits sequence collection,,,,no_match,0.0
meenakshi temple madurai tamil nadu,decorations,according,,,,no_match,0.0
residue,can be reprocessed,ingredient fine beef stock,,,,no_match,0.0
residue,can be strained,ingredient fine beef stock,,,,no_match,0.0
restrictions,recall,cessation korban tamid nesach hayayin temple altar,,,,no_match,0.0
restrictions,recall,nesach hayayin temple altar,,,,no_match,0.0
temple,destroy,korban tamid nesach hayayin,,,,no_match,0.0
riders,began,walking,,,,no_match,0.0
pierre dumas,take,test,,,,no_match,0.0
some,demand,test,,,,no_match,0.0
second,named,after former us president george h w bush,,,,no_match,0.0
second,name,second,,,,no_match,0.0
second,name,after former us president george h w bush,,,,no_match,0.0
november 1995,the time,when former us president george h w bush stayed aboard,,,,no_match,0.0
second,starred,barrie,,,,no_match,0.0
barrie,as,jane waterleigh,,,,no_match,0.0
1933,year,series constitutional amendments,,,,no_match,0.0
site,constructed,18th century,,,,no_match,0.0
site,split,between two areas,,,,no_match,0.0
site,located,eastern side,,,,no_match,0.0
staff,provides,every night,,,,no_match,0.0
dartmouth students,attend,dinner,,,,no_match,0.0
dartmouth students,attend,every night,,,,no_match,0.0
community members,attend,dinner,,,,no_match,0.0
community members,attend,every night,,,,no_match,0.0
appalachian trail thru hikers,attend,dinner,,,,no_match,0.0
appalachian trail thru hikers,attend,every night,,,,no_match,0.0
tourists,attend,dinner,,,,no_match,0.0
tourists,attend,every night,,,,no_match,0.0
dartmouth professors,attend,dinner,,,,no_match,0.0
dartmouth professors,attend,every night,,,,no_match,0.0
stations,renamed,midsomer norton south,,,,no_match,0.0
stations,renamed,midsomer norton upper,,,,no_match,0.0
stock pot,should,chilled,,,,no_match,0.0
solid lump,should,scraped clean,,,,no_match,0.0
suit,alleged,they conspired,,,,no_match,0.0
they,conspired,fix prices,,,,no_match,0.0
they,weaken,market,,,,no_match,0.0
third known version,produced,february 1993,,,,no_match,0.0
town,served by,station,,,,no_match,0.0
station,on,somerset dorset railway,,,,no_match,0.0
station,closed,1966,,,,no_match,0.0
second station,on,bristol north somerset railway,,,,no_match,0.0
piers,signify,that,,,,no_match,0.0
tower,once,exist,,,,no_match,0.0
video,feature,dialogue,,,,no_match,0.0
video,use,dialogue,,,,no_match,0.0
video,contain,dialogue,,,,no_match,0.0
video,include,dialogue,,,,no_match,0.0
video,employ,dialogue,,,,no_match,0.0
video,utilize,use,,,,no_match,0.0
their numbers,continue,increase,,,,no_match,0.0
rumours,appear,in,,,,no_match,0.0
rumours,appear,cypriot media,,,,no_match,0.0
fillets,put,mix,,,,no_match,0.0
mix,contains,parsley,,,,no_match,0.0
youth hostel,used to,hotel,,,,no_match,0.0
youth hostel,replaced by,keld lodge,,,,no_match,0.0
these,supplied,attempts,,,,no_match,0.0
attempts,supplied,bridge,,,,no_match,0.0
attempts,supplied,literature,,,,no_match,0.0
two languages,of,literature,,,,no_match,0.0
these,require,control key,,,,no_match,0.0
these beams,stem,omega effect,,,,no_match,0.0
these orientations,minimize,entropy,,,,no_match,0.0
they,beat,milligan,,,,no_match,0.0
they,beat,webber international,,,,no_match,0.0
grand view,lose,3 0,,,,no_match,0.0
webber international,lose,1 0,,,,no_match,0.0
azusa pacific,draw,0 0,,,,no_match,0.0
they,go,through,,,,no_match,0.0
they,go,a,,,,no_match,0.0
they,go,period,,,,no_match,0.0
they,go,of,,,,no_match,0.0
they,go,after,,,,no_match,0.0
they,go,flowering,,,,no_match,0.0
third tv drama series,broadcast,2008,,,,no_match,0.0
third tv drama series,featured,anmitsu,,,,no_match,0.0
mao inoue,played,anmitsu,,,,no_match,0.0
attire,become,popular,,,,no_match,0.0
women,become,popular,,,,no_match,0.0
communities,of,women,,,,no_match,0.0
q valued euler characteristic,compatible with,euler characteristics graphs,,,,no_match,0.0
q valued euler characteristic,compatible with,euler characteristics orbifolds,,,,no_match,0.0
q valued euler characteristic,compatible with,euler characteristics posets,,,,no_match,0.0
change,picked up,huguenot writers,,,,no_match,0.0
huguenot writers,promote,idea,,,,no_match,0.0
catholic writers preachers,responded,fiercely,,,,no_match,0.0
line,extended,darling road,,,,no_match,0.0
line,extended,13 november 1913,,,,no_match,0.0
miners,demanded,colliers,,,,no_match,0.0
magazzino,employed,40 helpers,,,,no_match,0.0
michael,asks,lindsay,,,,no_match,0.0
michael,asks,tobias,,,,no_match,0.0
michael,asks,maeby,,,,no_match,0.0
michael,lives with,tobias,,,,no_match,0.0
tobias,lives with,michael,,,,no_match,0.0
medieval school jewish philosophy,framed,greek thought,,,,no_match,0.0
medieval school jewish philosophy,framed,human intellect,,,,no_match,0.0
speakers,of,lakha,,,,no_match,0.0
lakha,speakers,of,,,,no_match,0.0
fresh food story,constructed,end,,,,no_match,0.0
north mall,located,end,,,,no_match,0.0
r 11,continued,her career,,,,no_match,0.0
r 11,continued,throughout remainder her career,,,,no_match,0.0
trumbull,credited,as,,,,no_match,0.0
trumbull,credited,print,,,,no_match,0.0
trumbull,credited,for,,,,no_match,0.0
us 258,enters,edgecombe county,,,,no_match,0.0
nc 222,intersects,us 258,,,,no_match,0.0
fountain,located near,nc 222,,,,no_match,0.0
company,built,parts,,,,no_match,0.0
each,built,parts,,,,no_match,0.0
company,of,aircraft,,,,no_match,0.0
parts,of,aircraft,,,,no_match,0.0
men,compete,in,,,,no_match,0.0
women,compete,in,,,,no_match,0.0
watson,elected,by,,,,no_match,0.0
watson,elected,his caucus,,,,no_match,0.0
watson,elected,in,,,,no_match,0.0
watson,elected,november 1998,,,,no_match,0.0
his caucus,elected,in,,,,no_match,0.0
his caucus,elected,november 1998,,,,no_match,0.0
watson,and,editor,,,,no_match,0.0
naguib,began showing,signs,,,,no_match,0.0
naguib,drawing closer,brotherhood,,,,no_match,0.0
nasser,to,depose naguib,,,,no_match,0.0
romblon,introduced,civilian government,,,,no_match,0.0
romblon,by,americans,,,,no_match,0.0
americans,in,romblon,,,,no_match,0.0
room,contained,no one,,,,no_match,0.0
explosion,went through,hut,,,,no_match,0.0
stauffenberg,thought,no one room could have survived,,,,no_match,0.0
columbia,located in,new york,,,,no_match,0.0
wide acceptance,requires,significant increases,,,,no_match,0.0
government incentives,may,be needed,,,,no_match,0.0
building code regulations,may,be needed,,,,no_match,0.0
recognized standards,may,be developed,,,,no_match,0.0
significant increases,may,occur,,,,no_match,0.0
russia,became,subject debate,,,,no_match,0.0
rules,make,provisions,,,,no_match,0.0
provisions,make,provisions,,,,no_match,0.0
cannon caliber,exist,on,,,,no_match,0.0
armor thickness,exist,on,,,,no_match,0.0
prototype vessel,exist,prototype vessel,,,,no_match,0.0
