sentence_id,sentence,Subject,Predicate,Object
test_0294,"The extension of the University Library can be found on the second floor , and parking for 120 cars on the third to sixth floors .",parking for 120 cars,can be found,on the third to sixth floors
test_0295,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge on the dashboard .",most external gauges,also incorporate an electronic sender to operate,a fuel gauge on the dashboard
test_0295,"The external gauge is usually readable directly , and most also incorporate an electronic sender to operate a fuel gauge on the dashboard .",a fuel gauge,is on,the dashboard
test_0296,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,The failure of 1st Armored to arrive intact and deploy as a single entity,would have important consequences in,later action against German forces in Tunisia
test_0296,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,action,was against,German forces in Tunisia
test_0296,The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,German forces,were in,Tunisia
test_0297,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,The field,is at,the Lake Elsinore Diamond
test_0297,The field at the Lake Elsinore Diamond is named the Pete Lehr Field .,The field at the Lake Elsinore Diamond,is named,the Pete Lehr Field
test_0298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,Sweden 's Royal Couple,lived,there
test_0298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,The first,comes from when,Sweden 's Royal Couple lived there
test_0298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,the Barcelona Summer Olympics,was in,1992
test_0298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,the 1992 Summer Olympics,was in,Barcelona
test_0298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,the Royal Couple,are of,Sweden
test_0298,The first comes from when Sweden 's Royal Couple lived there during the 1992 Barcelona Summer Olympics .,Sweden,has,a Royal Couple
test_0299,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,The first five laps,would be added to,the second part of the race
test_0299,The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,the overall result,would be decided,on aggregate
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",The first library,opened,in Huntington Beach
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",The first library,has evolved to,a five location library system
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",the library system,has a location,on Central
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",the library system,has a location,on Main Street
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",the library system,has a location,on Helen Murphy
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",the library system,has a location,on Banning
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",Central,is in,Huntington Beach
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",Main Street,is in,Huntington Beach
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",Oak View,is in,Huntington Beach
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",Helen Murphy,is in,Huntington Beach
test_0300,"The first library in Huntington Beach opened in 1909 and has since evolved to a five location library system : Central , Main Street , Oak View , Helen Murphy , and Banning .",Banning,is in,Huntington Beach
test_0301,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",The following tour,featured,extensive dates
test_0301,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",the group,played,Tokyo
test_0301,"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",the group,played,Osaka
